County,Sex,Age Range,Onset Date,Date Of Death,Case Count,Death Count,Hospitalized Count
Pickaway,Female,40-49,3/27/2020,,1,0,0
Pickaway,Male,20-29,3/23/2020,,1,0,0
Pike,Female,40-49,3/11/2020,,1,0,0
Portage,Female,30-39,3/9/2020,,1,0,1
Portage,Female,30-39,3/23/2020,,1,0,0
Portage,Female,30-39,3/27/2020,,1,0,0
Portage,Female,40-49,3/17/2020,,1,0,0
Portage,Female,40-49,3/24/2020,,1,0,1
Portage,Female,50-59,3/9/2020,,1,0,0
Portage,Female,50-59,3/24/2020,,1,0,0
Portage,Female,50-59,3/25/2020,,1,0,0
Portage,Female,60-69,3/25/2020,,2,0,1
Portage,Female,60-69,3/27/2020,,1,0,0
Portage,Female,60-69,3/28/2020,,1,0,0
Portage,Female,70-79,3/23/2020,,1,0,0
Portage,Female,80+,3/25/2020,,1,0,0
Portage,Male,30-39,3/27/2020,,1,0,0
Portage,Male,40-49,3/18/2020,,1,0,0
Portage,Male,40-49,3/21/2020,,1,0,0
Portage,Male,50-59,3/29/2020,,1,0,0
Portage,Male,60-69,2/27/2020,,1,0,0
Portage,Male,60-69,3/22/2020,,2,0,1
Portage,Male,60-69,3/27/2020,,1,0,0
Portage,Male,70-79,3/26/2020,,3,0,0
Portage,Male,70-79,3/28/2020,,1,0,0
Portage,Male,80+,3/20/2020,,1,0,1
Portage,Male,80+,3/23/2020,,1,0,0
Portage,Male,80+,3/24/2020,3/29/2020,1,1,0
Portage,Male,80+,3/27/2020,,1,0,0
Portage,Male,80+,3/28/2020,,2,0,0
Preble,Female,60-69,3/17/2020,,1,0,1
Richland,Female,50-59,3/6/2020,,1,0,1
Richland,Male,20-29,3/12/2020,,1,0,0
Richland,Male,20-29,3/18/2020,,1,0,0
Richland,Male,60-69,3/10/2020,,1,0,1
Richland,Male,60-69,3/24/2020,,1,0,0
Ross,Male,50-59,3/21/2020,,1,0,1
Sandusky,Male,60-69,3/10/2020,,1,0,1
Sandusky,Male,60-69,3/17/2020,,1,0,1
Sandusky,Male,60-69,3/25/2020,,1,0,1
Seneca,Female,50-59,3/14/2020,,1,0,0
Seneca,Female,80+,3/28/2020,,1,0,0
Seneca,Male,30-39,3/28/2020,,1,0,0
Shelby,Female,70-79,3/24/2020,,1,0,0
Shelby,Male,30-39,3/11/2020,,1,0,0
Shelby,Male,50-59,3/20/2020,,1,0,1
Shelby,Male,60-69,3/24/2020,,1,0,1
Stark,Female,20-29,3/17/2020,,1,0,0
Stark,Female,20-29,3/20/2020,,1,0,0
Stark,Female,20-29,3/23/2020,,1,0,0
Stark,Female,20-29,3/24/2020,,1,0,0
Stark,Female,20-29,3/25/2020,,2,0,0
Stark,Female,20-29,3/28/2020,,3,0,0
Stark,Female,30-39,3/19/2020,,1,0,0
Stark,Female,30-39,3/22/2020,,1,0,0
Stark,Female,40-49,3/14/2020,,1,0,0
Stark,Female,40-49,3/25/2020,,1,0,0
Stark,Female,40-49,3/28/2020,,1,0,0
Stark,Female,50-59,3/14/2020,,1,0,0
Stark,Female,50-59,3/18/2020,,1,0,0
Stark,Female,50-59,3/28/2020,,2,0,0
Stark,Female,60-69,3/16/2020,,1,0,0
Stark,Female,60-69,3/26/2020,,1,0,1
Stark,Female,60-69,3/27/2020,,1,0,0
Stark,Female,60-69,3/28/2020,,1,0,0
Stark,Female,70-79,3/26/2020,,1,0,0
Stark,Female,80+,3/20/2020,,1,0,1
Stark,Female,80+,3/20/2020,3/24/2020,1,1,1
Stark,Male,0-19,3/7/2020,,1,0,0
Stark,Male,20-29,3/16/2020,,1,0,0
Stark,Male,30-39,3/17/2020,,2,0,0
Stark,Male,30-39,3/22/2020,,1,0,0
Stark,Male,40-49,3/11/2020,,1,0,1
Stark,Male,40-49,3/12/2020,,1,0,0
Stark,Male,40-49,3/17/2020,,1,0,1
Stark,Male,40-49,3/28/2020,,1,0,0
Stark,Male,50-59,2/25/2020,,1,0,1
Stark,Male,50-59,3/3/2020,3/22/2020,1,1,1
Stark,Male,50-59,3/12/2020,,1,0,1
Stark,Male,50-59,3/15/2020,,1,0,0
Stark,Male,50-59,3/21/2020,,1,0,0
Stark,Male,50-59,3/23/2020,,1,0,0
Stark,Male,60-69,3/11/2020,,1,0,0
Stark,Male,60-69,3/13/2020,,1,0,1
Stark,Male,60-69,3/19/2020,,1,0,1
Stark,Male,60-69,3/25/2020,,1,0,0
Summit,Female,20-29,3/13/2020,,1,0,0
Summit,Female,20-29,3/14/2020,,1,0,0
Summit,Female,20-29,3/17/2020,,2,0,0
Summit,Female,20-29,3/18/2020,,1,0,0
Summit,Female,20-29,3/19/2020,,1,0,0
Summit,Female,20-29,3/21/2020,,1,0,0
Summit,Female,20-29,3/29/2020,,2,0,0
Summit,Female,30-39,3/20/2020,,2,0,1
Summit,Female,30-39,3/22/2020,,1,0,0
Summit,Female,30-39,3/28/2020,,1,0,0
Summit,Female,40-49,3/10/2020,,1,0,1
Summit,Female,40-49,3/11/2020,,1,0,0
Summit,Female,40-49,3/17/2020,,2,0,0
Summit,Female,40-49,3/20/2020,,1,0,0
Summit,Female,40-49,3/21/2020,,1,0,0
Summit,Female,40-49,3/24/2020,,1,0,1
Summit,Female,40-49,3/29/2020,,1,0,0
Summit,Female,50-59,2/7/2020,,1,0,1
Summit,Female,50-59,3/12/2020,,2,0,1
Summit,Female,50-59,3/16/2020,,3,0,1
Summit,Female,50-59,3/23/2020,,1,0,0
Summit,Female,50-59,3/24/2020,,1,0,0
Summit,Female,50-59,3/27/2020,,2,0,1
Summit,Female,60-69,3/10/2020,,1,0,0
Summit,Female,60-69,3/15/2020,,1,0,0
Summit,Female,60-69,3/16/2020,,2,0,2
Summit,Female,60-69,3/18/2020,,1,0,1
Summit,Female,60-69,3/20/2020,,1,0,1
Summit,Female,60-69,3/22/2020,,1,0,0
Summit,Female,60-69,3/25/2020,,1,0,0
Summit,Female,60-69,3/27/2020,,1,0,0
Summit,Female,60-69,3/28/2020,,1,0,1
Summit,Female,70-79,3/14/2020,,1,0,0
Summit,Female,70-79,3/15/2020,,1,0,0
Summit,Female,70-79,3/22/2020,,2,0,1
Summit,Female,70-79,3/23/2020,,1,0,1
Summit,Female,70-79,3/26/2020,,1,0,1
Summit,Female,70-79,3/28/2020,,1,0,0
Summit,Female,80+,3/18/2020,3/27/2020,1,1,1
Summit,Female,80+,3/20/2020,,2,0,2
Summit,Female,80+,3/22/2020,3/26/2020,1,1,1
Summit,Female,80+,3/24/2020,,1,0,1
Summit,Female,80+,3/25/2020,,1,0,1
Summit,Female,80+,3/26/2020,,1,0,0
Summit,Female,80+,3/27/2020,,1,0,1
Summit,Female,80+,3/28/2020,,3,0,0
Summit,Male,20-29,3/16/2020,,1,0,0
Summit,Male,20-29,3/26/2020,,1,0,1
Summit,Male,30-39,3/4/2020,,1,0,0
Summit,Male,30-39,3/14/2020,,1,0,0
Summit,Male,30-39,3/16/2020,,1,0,1
Summit,Male,30-39,3/17/2020,,1,0,0
Summit,Male,30-39,3/24/2020,,2,0,0
Summit,Male,40-49,3/8/2020,,1,0,0
Summit,Male,40-49,3/9/2020,,1,0,0
Summit,Male,40-49,3/10/2020,,1,0,0
Summit,Male,40-49,3/11/2020,,1,0,1
Summit,Male,40-49,3/13/2020,,2,0,1
Summit,Male,40-49,3/24/2020,,1,0,1
Summit,Male,40-49,3/27/2020,,1,0,0
Summit,Male,50-59,3/8/2020,,1,0,0
Summit,Male,50-59,3/11/2020,,1,0,0
Summit,Male,50-59,3/13/2020,,1,0,0
Summit,Male,50-59,3/14/2020,,2,0,0
Summit,Male,50-59,3/18/2020,,1,0,0
Summit,Male,50-59,3/21/2020,,2,0,1
Summit,Male,50-59,3/26/2020,,1,0,1
Summit,Male,50-59,3/27/2020,,1,0,0
Summit,Male,50-59,3/28/2020,,2,0,1
Summit,Male,60-69,3/10/2020,,2,0,1
Summit,Male,60-69,3/11/2020,,1,0,0
Summit,Male,60-69,3/12/2020,,1,0,1
Summit,Male,60-69,3/13/2020,,1,0,0
Summit,Male,60-69,3/15/2020,,1,0,1
Summit,Male,60-69,3/16/2020,,1,0,1
Summit,Male,60-69,3/18/2020,,2,0,1
Summit,Male,60-69,3/20/2020,,1,0,0
Summit,Male,60-69,3/23/2020,,2,0,2
Summit,Male,60-69,3/24/2020,,1,0,0
Summit,Male,60-69,3/26/2020,,1,0,1
Summit,Male,60-69,3/28/2020,,1,0,0
Summit,Male,60-69,3/29/2020,,1,0,0
Summit,Male,70-79,2/27/2020,,1,0,1
Summit,Male,70-79,3/9/2020,,2,0,0
Summit,Male,70-79,3/15/2020,,1,0,0
Summit,Male,70-79,3/20/2020,3/26/2020,1,1,1
Summit,Male,70-79,3/23/2020,3/25/2020,1,1,0
Summit,Male,70-79,3/25/2020,,1,0,0
Summit,Male,70-79,3/26/2020,,1,0,1
Summit,Male,70-79,3/27/2020,,1,0,0
Summit,Male,70-79,3/29/2020,,1,0,1
Summit,Male,80+,3/20/2020,3/27/2020,1,1,0
Summit,Male,80+,3/22/2020,,2,0,1
Summit,Male,80+,3/25/2020,,1,0,0
Summit,Male,80+,3/28/2020,,1,0,0
Trumbull,Female,20-29,3/18/2020,,1,0,0
Trumbull,Female,20-29,3/25/2020,,1,0,1
Trumbull,Female,30-39,3/8/2020,,1,0,1
Trumbull,Female,30-39,3/27/2020,,1,0,0
Trumbull,Female,40-49,3/24/2020,,1,0,1
Trumbull,Female,40-49,3/25/2020,,1,0,0
Trumbull,Female,50-59,3/9/2020,,1,0,1
Trumbull,Female,50-59,3/15/2020,,1,0,1
Trumbull,Female,50-59,3/16/2020,,1,0,0
Trumbull,Female,50-59,3/20/2020,,1,0,1
Trumbull,Female,50-59,3/26/2020,,1,0,0
Trumbull,Female,60-69,3/13/2020,,1,0,1
Trumbull,Female,60-69,3/15/2020,,1,0,0
Trumbull,Female,60-69,3/16/2020,3/27/2020,1,1,1
Trumbull,Female,60-69,3/25/2020,,1,0,1
Trumbull,Female,60-69,3/27/2020,,1,0,1
Trumbull,Female,70-79,3/11/2020,,1,0,1
Trumbull,Female,70-79,3/23/2020,,1,0,1
Trumbull,Female,70-79,3/25/2020,,1,0,0
Trumbull,Female,70-79,3/26/2020,,1,0,1
Trumbull,Female,70-79,3/27/2020,,1,0,0
Trumbull,Female,80+,3/23/2020,,1,0,1
Trumbull,Female,80+,3/28/2020,,1,0,0
Trumbull,Male,20-29,3/24/2020,,1,0,0
Trumbull,Male,20-29,3/27/2020,,1,0,0
Trumbull,Male,30-39,3/22/2020,,1,0,1
Trumbull,Male,40-49,3/18/2020,,1,0,0
Trumbull,Male,50-59,3/3/2020,,1,0,1
Trumbull,Male,50-59,3/14/2020,,1,0,1
Trumbull,Male,50-59,3/19/2020,,1,0,0
Trumbull,Male,50-59,3/22/2020,,1,0,0
Trumbull,Male,50-59,3/25/2020,,1,0,0
Trumbull,Male,60-69,3/20/2020,,1,0,1
Trumbull,Male,70-79,3/12/2020,,1,0,1
Trumbull,Male,70-79,3/24/2020,,2,0,1
Trumbull,Male,70-79,3/25/2020,,1,0,1
Trumbull,Male,80+,3/16/2020,3/25/2020,1,1,1
Trumbull,Male,80+,3/19/2020,,1,0,0
Trumbull,Male,80+,3/24/2020,,2,0,1
Trumbull,Male,80+,3/26/2020,,1,0,1
Tuscarawas,Female,40-49,3/20/2020,,1,0,0
Tuscarawas,Female,50-59,3/16/2020,,1,0,0
Tuscarawas,Female,60-69,3/20/2020,,1,0,0
Tuscarawas,Male,30-39,3/6/2020,,1,0,1
Tuscarawas,Male,30-39,3/22/2020,,1,0,1
Tuscarawas,Male,40-49,3/11/2020,,1,0,0
Tuscarawas,Male,50-59,3/27/2020,,1,0,0
Union,Female,30-39,3/16/2020,,1,0,0
Union,Female,40-49,3/8/2020,,1,0,0
Union,Female,80+,3/11/2020,,1,0,0
Union,Male,40-49,3/17/2020,,1,0,0
Van Wert,Male,60-69,3/26/2020,,1,0,1
Warren,Female,30-39,3/19/2020,,1,0,0
Warren,Female,40-49,3/8/2020,,1,0,0
Warren,Female,40-49,3/10/2020,,1,0,0
Warren,Female,40-49,3/14/2020,,1,0,0
Warren,Female,50-59,3/10/2020,,1,0,0
Warren,Female,60-69,3/12/2020,,1,0,1
Warren,Male,20-29,3/10/2020,,1,0,0
Warren,Male,20-29,3/15/2020,,1,0,0
Warren,Male,20-29,3/18/2020,,1,0,0
Warren,Male,30-39,3/17/2020,,1,0,0
Warren,Male,40-49,3/15/2020,,1,0,0
Warren,Male,40-49,3/20/2020,,1,0,0
Warren,Male,40-49,3/23/2020,,1,0,0
Warren,Male,50-59,3/7/2020,,1,0,0
Warren,Male,50-59,3/16/2020,,1,0,0
Warren,Male,50-59,3/17/2020,,1,0,0
Warren,Male,60-69,3/15/2020,,1,0,0
Warren,Male,60-69,3/18/2020,,1,0,0
Warren,Male,70-79,3/7/2020,,1,0,1
Warren,Male,70-79,3/17/2020,,1,0,1
Washington,Female,50-59,3/18/2020,,1,0,0
Washington,Male,50-59,3/21/2020,,1,0,0
Washington,Male,80+,3/18/2020,,1,0,1
Wayne,Female,20-29,3/15/2020,,1,0,1
Wayne,Female,40-49,3/20/2020,,1,0,0
Wayne,Female,50-59,3/24/2020,,1,0,0
Wayne,Male,40-49,3/13/2020,,1,0,0
Wayne,Male,40-49,3/27/2020,,1,0,0
Wayne,Male,40-49,3/28/2020,,1,0,0
Wayne,Male,60-69,3/23/2020,,1,0,0
Wood,Female,20-29,3/8/2020,,1,0,0
Wood,Female,20-29,3/20/2020,,1,0,1
Wood,Female,40-49,3/19/2020,,1,0,1
Wood,Female,40-49,3/20/2020,,1,0,0
Wood,Female,40-49,3/23/2020,,1,0,1
Wood,Female,50-59,3/20/2020,,2,0,0
Wood,Female,60-69,3/11/2020,,1,0,0
Wood,Female,70-79,3/15/2020,,1,0,1
Wood,Female,70-79,3/24/2020,,1,0,1
Wood,Male,30-39,3/16/2020,,1,0,0
Wood,Male,60-69,3/13/2020,,1,0,0
Wood,Male,70-79,3/19/2020,,1,0,1
Wyandot,Male,60-69,3/12/2020,,1,0,1
Grand Total,Total,Total,Total,Total,"1,933",39,475
